season_id,team_id_home,team_abbreviation_home,team_name_home,game_id,game_date,matchup_home,pts_home,plus_minus_home,team_id_away,team_abbreviation_away,team_name_away,matchup_away,pts_away,plus_minus_away,season_type
22017,1610612750,MIN,Minnesota Timberwolves,0021700548,2018-01-01T00:00:00Z,MIN vs. LAL,114,18,1610612747,LAL,Los Angeles Lakers,LAL @ MIN,96,-18,Regular Season
22017,1610612741,CHI,Chicago Bulls,0021700547,2018-01-01T00:00:00Z,CHI vs. POR,120,-4,1610612757,POR,Portland Trail Blazers,POR @ CHI,124,4,Regular Season
22017,1610612761,TOR,Toronto Raptors,0021700546,2018-01-01T00:00:00Z,TOR vs. MIL,131,4,1610612749,MIL,Milwaukee Bucks,MIL @ TOR,127,-4,Regular Season
22017,1610612751,BKN,Brooklyn Nets,0021700545,2018-01-01T00:00:00Z,BKN vs. ORL,98,3,1610612753,ORL,Orlando Magic,ORL @ BKN,95,-3,Regular Season
22017,1610612752,NYK,New York Knicks,0021700550,2018-01-02T00:00:00Z,NYK vs. SAS,91,-9,1610612759,SAS,San Antonio Spurs,SAS @ NYK,100,9,Regular Season
22017,1610612758,SAC,Sacramento Kings,0021700552,2018-01-02T00:00:00Z,SAC vs. CHA,111,-20,1610612766,CHA,Charlotte Hornets,CHA @ SAC,131,20,Regular Season
22017,1610612746,LAC,LA Clippers,0021700553,2018-01-02T00:00:00Z,LAC vs. MEM,113,8,1610612763,MEM,Memphis Grizzlies,MEM @ LAC,105,-8,Regular Season
22017,1610612756,PHX,Phoenix Suns,0021700551,2018-01-02T00:00:00Z,PHX vs. ATL,104,1,1610612737,ATL,Atlanta Hawks,ATL @ PHX,103,-1,Regular Season
22017,1610612739,CLE,Cleveland Cavaliers,0021700549,2018-01-02T00:00:00Z,CLE vs. POR,127,17,1610612757,POR,Portland Trail Blazers,POR @ CLE,110,-17,Regular Season
22017,1610612738,BOS,Boston Celtics,0021700559,2018-01-03T00:00:00Z,BOS vs. CLE,102,14,1610612739,CLE,Cleveland Cavaliers,CLE @ BOS,88,-14,Regular Season
22017,1610612751,BKN,Brooklyn Nets,0021700557,2018-01-03T00:00:00Z,BKN vs. MIN,98,1,1610612750,MIN,Minnesota Timberwolves,MIN @ BKN,97,-1,Regular Season
22017,1610612742,DAL,Dallas Mavericks,0021700562,2018-01-03T00:00:00Z,DAL vs. GSW,122,-3,1610612744,GSW,Golden State Warriors,GSW @ DAL,125,3,Regular Season
22017,1610612741,CHI,Chicago Bulls,0021700560,2018-01-03T00:00:00Z,CHI vs. TOR,115,-9,1610612761,TOR,Toronto Raptors,TOR @ CHI,124,9,Regular Season
22017,1610612762,UTA,Utah Jazz,0021700564,2018-01-03T00:00:00Z,UTA vs. NOP,98,-10,1610612740,NOP,New Orleans Pelicans,NOP @ UTA,108,10,Regular Season
22017,1610612764,WAS,Washington Wizards,0021700556,2018-01-03T00:00:00Z,WAS vs. NYK,121,18,1610612752,NYK,New York Knicks,NYK @ WAS,103,-18,Regular Season
22017,1610612743,DEN,Denver Nuggets,0021700563,2018-01-03T00:00:00Z,DEN vs. PHX,134,23,1610612756,PHX,Phoenix Suns,PHX @ DEN,111,-23,Regular Season
22017,1610612755,PHI,Philadelphia 76ers,0021700555,2018-01-03T00:00:00Z,PHI vs. SAS,112,6,1610612759,SAS,San Antonio Spurs,SAS @ PHI,106,-6,Regular Season
22017,1610612753,ORL,Orlando Magic,0021700554,2018-01-03T00:00:00Z,ORL vs. HOU,98,-18,1610612745,HOU,Houston Rockets,HOU @ ORL,116,18,Regular Season
22017,1610612747,LAL,Los Angeles Lakers,0021700565,2018-01-03T00:00:00Z,LAL vs. OKC,96,-37,1610612760,OKC,Oklahoma City Thunder,OKC @ LAL,133,37,Regular Season
22017,1610612749,MIL,Milwaukee Bucks,0021700561,2018-01-03T00:00:00Z,MIL vs. IND,122,21,1610612754,IND,Indiana Pacers,IND @ MIL,101,-21,Regular Season
22017,1610612748,MIA,Miami Heat,0021700558,2018-01-03T00:00:00Z,MIA vs. DET,111,7,1610612765,DET,Detroit Pistons,DET @ MIA,104,-7,Regular Season
22017,1610612746,LAC,LA Clippers,0021700567,2018-01-04T00:00:00Z,LAC vs. OKC,117,-10,1610612760,OKC,Oklahoma City Thunder,OKC @ LAC,127,10,Regular Season
22017,1610612745,HOU,Houston Rockets,0021700566,2018-01-04T00:00:00Z,HOU vs. GSW,114,-10,1610612744,GSW,Golden State Warriors,GSW @ HOU,124,10,Regular Season
22017,1610612755,PHI,Philadelphia 76ers,0021700569,2018-01-05T00:00:00Z,PHI vs. DET,114,36,1610612765,DET,Detroit Pistons,DET @ PHI,78,-36,Regular Season
22017,1610612742,DAL,Dallas Mavericks,0021700572,2018-01-05T00:00:00Z,DAL vs. CHI,124,-3,1610612741,CHI,Chicago Bulls,CHI @ DAL,127,3,Regular Season
22017,1610612749,MIL,Milwaukee Bucks,0021700571,2018-01-05T00:00:00Z,MIL vs. TOR,110,-19,1610612761,TOR,Toronto Raptors,TOR @ MIL,129,19,Regular Season
22017,1610612757,POR,Portland Trail Blazers,0021700576,2018-01-05T00:00:00Z,POR vs. ATL,110,21,1610612737,ATL,Atlanta Hawks,ATL @ POR,89,-21,Regular Season
22017,1610612747,LAL,Los Angeles Lakers,0021700577,2018-01-05T00:00:00Z,LAL vs. CHA,94,-14,1610612766,CHA,Charlotte Hornets,CHA @ LAL,108,14,Regular Season
22017,1610612748,MIA,Miami Heat,0021700568,2018-01-05T00:00:00Z,MIA vs. NYK,107,4,1610612752,NYK,New York Knicks,NYK @ MIA,103,-4,Regular Season
22017,1610612763,MEM,Memphis Grizzlies,0021700575,2018-01-05T00:00:00Z,MEM vs. WAS,100,-2,1610612764,WAS,Washington Wizards,WAS @ MEM,102,2,Regular Season
22017,1610612743,DEN,Denver Nuggets,0021700574,2018-01-05T00:00:00Z,DEN vs. UTA,99,8,1610612762,UTA,Utah Jazz,UTA @ DEN,91,-8,Regular Season
22017,1610612738,BOS,Boston Celtics,0021700570,2018-01-05T00:00:00Z,BOS vs. MIN,91,7,1610612750,MIN,Minnesota Timberwolves,MIN @ BOS,84,-7,Regular Season
22017,1610612759,SAS,San Antonio Spurs,0021700573,2018-01-05T00:00:00Z,SAS vs. PHX,103,14,1610612756,PHX,Phoenix Suns,PHX @ SAS,89,-14,Regular Season
22017,1610612751,BKN,Brooklyn Nets,0021700579,2018-01-06T00:00:00Z,BKN vs. BOS,85,-2,1610612738,BOS,Boston Celtics,BOS @ BKN,87,2,Regular Season
22017,1610612764,WAS,Washington Wizards,0021700583,2018-01-06T00:00:00Z,WAS vs. MIL,103,-7,1610612749,MIL,Milwaukee Bucks,MIL @ WAS,110,7,Regular Season
22017,1610612765,DET,Detroit Pistons,0021700580,2018-01-06T00:00:00Z,DET vs. HOU,108,7,1610612745,HOU,Houston Rockets,HOU @ DET,101,-7,Regular Season
22017,1610612746,LAC,LA Clippers,0021700578,2018-01-06T00:00:00Z,LAC vs. GSW,105,-16,1610612744,GSW,Golden State Warriors,GSW @ LAC,121,16,Regular Season
22017,1610612754,IND,Indiana Pacers,0021700581,2018-01-06T00:00:00Z,IND vs. CHI,125,39,1610612741,CHI,Chicago Bulls,CHI @ IND,86,-39,Regular Season
22017,1610612753,ORL,Orlando Magic,0021700582,2018-01-06T00:00:00Z,ORL vs. CLE,127,-4,1610612739,CLE,Cleveland Cavaliers,CLE @ ORL,131,4,Regular Season
22017,1610612758,SAC,Sacramento Kings,0021700585,2018-01-06T00:00:00Z,SAC vs. DEN,106,8,1610612743,DEN,Denver Nuggets,DEN @ SAC,98,-8,Regular Season
22017,1610612750,MIN,Minnesota Timberwolves,0021700584,2018-01-06T00:00:00Z,MIN vs. NOP,116,18,1610612740,NOP,New Orleans Pelicans,NOP @ MIN,98,-18,Regular Season
22017,1610612742,DAL,Dallas Mavericks,0021700587,2018-01-07T00:00:00Z,DAL vs. NYK,96,-4,1610612752,NYK,New York Knicks,NYK @ DAL,100,4,Regular Season
22017,1610612747,LAL,Los Angeles Lakers,0021700590,2018-01-07T00:00:00Z,LAL vs. ATL,132,19,1610612737,ATL,Atlanta Hawks,ATL @ LAL,113,-19,Regular Season
22017,1610612757,POR,Portland Trail Blazers,0021700589,2018-01-07T00:00:00Z,POR vs. SAS,111,1,1610612759,SAS,San Antonio Spurs,SAS @ POR,110,-1,Regular Season
22017,1610612748,MIA,Miami Heat,0021700586,2018-01-07T00:00:00Z,MIA vs. UTA,103,1,1610612762,UTA,Utah Jazz,UTA @ MIA,102,-1,Regular Season
22017,1610612756,PHX,Phoenix Suns,0021700588,2018-01-07T00:00:00Z,PHX vs. OKC,114,14,1610612760,OKC,Oklahoma City Thunder,OKC @ PHX,100,-14,Regular Season
22017,1610612751,BKN,Brooklyn Nets,0021700592,2018-01-08T00:00:00Z,BKN vs. TOR,113,-1,1610612761,TOR,Toronto Raptors,TOR @ BKN,114,1,Regular Season
22017,1610612741,CHI,Chicago Bulls,0021700593,2018-01-08T00:00:00Z,CHI vs. HOU,107,-9,1610612745,HOU,Houston Rockets,HOU @ CHI,116,9,Regular Season
22017,1610612758,SAC,Sacramento Kings,0021700596,2018-01-08T00:00:00Z,SAC vs. SAS,100,-7,1610612759,SAS,San Antonio Spurs,SAS @ SAC,107,7,Regular Season
22017,1610612754,IND,Indiana Pacers,0021700591,2018-01-08T00:00:00Z,IND vs. MIL,109,13,1610612749,MIL,Milwaukee Bucks,MIL @ IND,96,-13,Regular Season
22017,1610612740,NOP,New Orleans Pelicans,0021700595,2018-01-08T00:00:00Z,NOP vs. DET,112,3,1610612765,DET,Detroit Pistons,DET @ NOP,109,-3,Regular Season
22017,1610612750,MIN,Minnesota Timberwolves,0021700594,2018-01-08T00:00:00Z,MIN vs. CLE,127,28,1610612739,CLE,Cleveland Cavaliers,CLE @ MIN,99,-28,Regular Season
22017,1610612744,GSW,Golden State Warriors,0021700597,2018-01-08T00:00:00Z,GSW vs. DEN,124,10,1610612743,DEN,Denver Nuggets,DEN @ GSW,114,-10,Regular Season
22017,1610612746,LAC,LA Clippers,0021700598,2018-01-08T00:00:00Z,LAC vs. ATL,108,1,1610612737,ATL,Atlanta Hawks,ATL @ LAC,107,-1,Regular Season
22017,1610612742,DAL,Dallas Mavericks,0021700601,2018-01-09T00:00:00Z,DAL vs. ORL,114,15,1610612753,ORL,Orlando Magic,ORL @ DAL,99,-15,Regular Season
22017,1610612761,TOR,Toronto Raptors,0021700599,2018-01-09T00:00:00Z,TOR vs. MIA,89,-1,1610612748,MIA,Miami Heat,MIA @ TOR,90,1,Regular Season
22017,1610612747,LAL,Los Angeles Lakers,0021700602,2018-01-09T00:00:00Z,LAL vs. SAC,99,13,1610612758,SAC,Sacramento Kings,SAC @ LAL,86,-13,Regular Season
22017,1610612760,OKC,Oklahoma City Thunder,0021700600,2018-01-09T00:00:00Z,OKC vs. POR,106,-11,1610612757,POR,Portland Trail Blazers,POR @ OKC,117,11,Regular Season
22017,1610612743,DEN,Denver Nuggets,0021700612,2018-01-10T00:00:00Z,DEN vs. ATL,97,-13,1610612737,ATL,Atlanta Hawks,ATL @ DEN,110,13,Regular Season
22017,1610612749,MIL,Milwaukee Bucks,0021700610,2018-01-10T00:00:00Z,MIL vs. ORL,110,7,1610612753,ORL,Orlando Magic,ORL @ MIL,103,-7,Regular Season
22017,1610612751,BKN,Brooklyn Nets,0021700606,2018-01-10T00:00:00Z,BKN vs. DET,80,-34,1610612765,DET,Detroit Pistons,DET @ BKN,114,34,Regular Season
22017,1610612763,MEM,Memphis Grizzlies,0021700609,2018-01-10T00:00:00Z,MEM vs. NOP,105,3,1610612740,NOP,New Orleans Pelicans,NOP @ MEM,102,-3,Regular Season
22017,1610612744,GSW,Golden State Warriors,0021700613,2018-01-10T00:00:00Z,GSW vs. LAC,106,-19,1610612746,LAC,LA Clippers,LAC @ GSW,125,19,Regular Season
22017,1610612752,NYK,New York Knicks,0021700607,2018-01-10T00:00:00Z,NYK vs. CHI,119,-3,1610612741,CHI,Chicago Bulls,CHI @ NYK,122,3,Regular Season
22017,1610612764,WAS,Washington Wizards,0021700605,2018-01-10T00:00:00Z,WAS vs. UTA,104,-3,1610612762,UTA,Utah Jazz,UTA @ WAS,107,3,Regular Season
22017,1610612754,IND,Indiana Pacers,0021700604,2018-01-10T00:00:00Z,IND vs. MIA,106,-8,1610612748,MIA,Miami Heat,MIA @ IND,114,8,Regular Season
22017,1610612750,MIN,Minnesota Timberwolves,0021700611,2018-01-10T00:00:00Z,MIN vs. OKC,104,16,1610612760,OKC,Oklahoma City Thunder,OKC @ MIN,88,-16,Regular Season
22017,1610612745,HOU,Houston Rockets,0021700608,2018-01-10T00:00:00Z,HOU vs. POR,121,9,1610612757,POR,Portland Trail Blazers,POR @ HOU,112,-9,Regular Season
22017,1610612766,CHA,Charlotte Hornets,0021700603,2018-01-10T00:00:00Z,CHA vs. DAL,111,-4,1610612742,DAL,Dallas Mavericks,DAL @ CHA,115,4,Regular Season
22017,1610612747,LAL,Los Angeles Lakers,0021700617,2018-01-11T00:00:00Z,LAL vs. SAS,93,12,1610612759,SAS,San Antonio Spurs,SAS @ LAL,81,-12,Regular Season
22017,1610612755,PHI,Philadelphia 76ers,0021700614,2018-01-11T00:00:00Z,PHI vs. BOS,103,-11,1610612738,BOS,Boston Celtics,BOS @ PHI,114,11,Regular Season
22017,1610612758,SAC,Sacramento Kings,0021700616,2018-01-11T00:00:00Z,SAC vs. LAC,115,-6,1610612746,LAC,LA Clippers,LAC @ SAC,121,6,Regular Season
22017,1610612761,TOR,Toronto Raptors,0021700615,2018-01-11T00:00:00Z,TOR vs. CLE,133,34,1610612739,CLE,Cleveland Cavaliers,CLE @ TOR,99,-34,Regular Season
22017,1610612749,MIL,Milwaukee Bucks,0021700622,2018-01-12T00:00:00Z,MIL vs. GSW,94,-14,1610612744,GSW,Golden State Warriors,GSW @ MIL,108,14,Regular Season
22017,1610612750,MIN,Minnesota Timberwolves,0021700623,2018-01-12T00:00:00Z,MIN vs. NYK,118,10,1610612752,NYK,New York Knicks,NYK @ MIN,108,-10,Regular Season
22017,1610612737,ATL,Atlanta Hawks,0021700621,2018-01-12T00:00:00Z,ATL vs. BKN,105,-5,1610612751,BKN,Brooklyn Nets,BKN @ ATL,110,5,Regular Season
22017,1610612740,NOP,New Orleans Pelicans,0021700624,2018-01-12T00:00:00Z,NOP vs. POR,119,6,1610612757,POR,Portland Trail Blazers,POR @ NOP,113,-6,Regular Season
22017,1610612754,IND,Indiana Pacers,0021700619,2018-01-12T00:00:00Z,IND vs. CLE,97,2,1610612739,CLE,Cleveland Cavaliers,CLE @ IND,95,-2,Regular Season
22017,1610612766,CHA,Charlotte Hornets,0021700618,2018-01-12T00:00:00Z,CHA vs. UTA,99,11,1610612762,UTA,Utah Jazz,UTA @ CHA,88,-11,Regular Season
22017,1610612764,WAS,Washington Wizards,0021700620,2018-01-12T00:00:00Z,WAS vs. ORL,125,6,1610612753,ORL,Orlando Magic,ORL @ WAS,119,-6,Regular Season
22017,1610612743,DEN,Denver Nuggets,0021700625,2018-01-12T00:00:00Z,DEN vs. MEM,87,9,1610612763,MEM,Memphis Grizzlies,MEM @ DEN,78,-9,Regular Season
22017,1610612756,PHX,Phoenix Suns,0021700626,2018-01-12T00:00:00Z,PHX vs. HOU,95,-17,1610612745,HOU,Houston Rockets,HOU @ PHX,112,17,Regular Season
22017,1610612761,TOR,Toronto Raptors,0021700631,2018-01-13T00:00:00Z,TOR vs. GSW,125,-2,1610612744,GSW,Golden State Warriors,GSW @ TOR,127,2,Regular Season
22017,1610612741,CHI,Chicago Bulls,0021700632,2018-01-13T00:00:00Z,CHI vs. DET,107,2,1610612765,DET,Detroit Pistons,DET @ CHI,105,-2,Regular Season
22017,1610612766,CHA,Charlotte Hornets,0021700629,2018-01-13T00:00:00Z,CHA vs. OKC,91,-10,1610612760,OKC,Oklahoma City Thunder,OKC @ CHA,101,10,Regular Season
22017,1610612746,LAC,LA Clippers,0021700628,2018-01-13T00:00:00Z,LAC vs. SAC,126,21,1610612758,SAC,Sacramento Kings,SAC @ LAC,105,-21,Regular Season
22017,1610612764,WAS,Washington Wizards,0021700630,2018-01-13T00:00:00Z,WAS vs. BKN,119,6,1610612751,BKN,Brooklyn Nets,BKN @ WAS,113,-6,Regular Season
22017,1610612742,DAL,Dallas Mavericks,0021700627,2018-01-13T00:00:00Z,DAL vs. LAL,101,-6,1610612747,LAL,Los Angeles Lakers,LAL @ DAL,107,6,Regular Season
22017,1610612759,SAS,San Antonio Spurs,0021700633,2018-01-13T00:00:00Z,SAS vs. DEN,112,32,1610612743,DEN,Denver Nuggets,DEN @ SAS,80,-32,Regular Season
22017,1610612748,MIA,Miami Heat,0021700634,2018-01-14T00:00:00Z,MIA vs. MIL,97,18,1610612749,MIL,Milwaukee Bucks,MIL @ MIA,79,-18,Regular Season
22017,1610612750,MIN,Minnesota Timberwolves,0021700637,2018-01-14T00:00:00Z,MIN vs. POR,120,17,1610612757,POR,Portland Trail Blazers,POR @ MIN,103,-17,Regular Season
22017,1610612756,PHX,Phoenix Suns,0021700636,2018-01-14T00:00:00Z,PHX vs. IND,97,-23,1610612754,IND,Indiana Pacers,IND @ PHX,120,23,Regular Season
22017,1610612752,NYK,New York Knicks,0021700635,2018-01-14T00:00:00Z,NYK vs. NOP,118,-5,1610612740,NOP,New Orleans Pelicans,NOP @ NYK,123,5,Regular Season
22017,1610612737,ATL,Atlanta Hawks,0021700641,2018-01-15T00:00:00Z,ATL vs. SAS,102,3,1610612759,SAS,San Antonio Spurs,SAS @ ATL,99,-3,Regular Season
22017,1610612760,OKC,Oklahoma City Thunder,0021700643,2018-01-15T00:00:00Z,OKC vs. SAC,95,7,1610612758,SAC,Sacramento Kings,SAC @ OKC,88,-7,Regular Season
22017,1610612746,LAC,LA Clippers,0021700648,2018-01-15T00:00:00Z,LAC vs. HOU,113,11,1610612745,HOU,Houston Rockets,HOU @ LAC,102,-11,Regular Season
22017,1610612755,PHI,Philadelphia 76ers,0021700639,2018-01-15T00:00:00Z,PHI vs. TOR,117,6,1610612761,TOR,Toronto Raptors,TOR @ PHI,111,-6,Regular Season
22017,1610612762,UTA,Utah Jazz,0021700647,2018-01-15T00:00:00Z,UTA vs. IND,94,-15,1610612754,IND,Indiana Pacers,IND @ UTA,109,15,Regular Season
22017,1610612764,WAS,Washington Wizards,0021700640,2018-01-15T00:00:00Z,WAS vs. MIL,95,-9,1610612749,MIL,Milwaukee Bucks,MIL @ WAS,104,9,Regular Season
22017,1610612765,DET,Detroit Pistons,0021700638,2018-01-15T00:00:00Z,DET vs. CHA,107,-11,1610612766,CHA,Charlotte Hornets,CHA @ DET,118,11,Regular Season
22017,1610612739,CLE,Cleveland Cavaliers,0021700646,2018-01-15T00:00:00Z,CLE vs. GSW,108,-10,1610612744,GSW,Golden State Warriors,GSW @ CLE,118,10,Regular Season
22017,1610612751,BKN,Brooklyn Nets,0021700642,2018-01-15T00:00:00Z,BKN vs. NYK,104,-15,1610612752,NYK,New York Knicks,NYK @ BKN,119,15,Regular Season
22017,1610612763,MEM,Memphis Grizzlies,0021700645,2018-01-15T00:00:00Z,MEM vs. LAL,123,9,1610612747,LAL,Los Angeles Lakers,LAL @ MEM,114,-9,Regular Season
22017,1610612741,CHI,Chicago Bulls,0021700644,2018-01-15T00:00:00Z,CHI vs. MIA,119,8,1610612748,MIA,Miami Heat,MIA @ CHI,111,-8,Regular Season
22017,1610612738,BOS,Boston Celtics,0021700650,2018-01-16T00:00:00Z,BOS vs. NOP,113,-3,1610612740,NOP,New Orleans Pelicans,NOP @ BOS,116,3,Regular Season
22017,1610612757,POR,Portland Trail Blazers,0021700652,2018-01-16T00:00:00Z,POR vs. PHX,118,7,1610612756,PHX,Phoenix Suns,PHX @ POR,111,-7,Regular Season
22017,1610612753,ORL,Orlando Magic,0021700649,2018-01-16T00:00:00Z,ORL vs. MIN,108,6,1610612750,MIN,Minnesota Timberwolves,MIN @ ORL,102,-6,Regular Season
22017,1610612743,DEN,Denver Nuggets,0021700651,2018-01-16T00:00:00Z,DEN vs. DAL,105,3,1610612742,DAL,Dallas Mavericks,DAL @ DEN,102,-3,Regular Season
22017,1610612746,LAC,LA Clippers,0021700662,2018-01-17T00:00:00Z,LAC vs. DEN,109,5,1610612743,DEN,Denver Nuggets,DEN @ LAC,104,-5,Regular Season
22017,1610612763,MEM,Memphis Grizzlies,0021700658,2018-01-17T00:00:00Z,MEM vs. NYK,105,6,1610612752,NYK,New York Knicks,NYK @ MEM,99,-6,Regular Season
22017,1610612751,BKN,Brooklyn Nets,0021700655,2018-01-17T00:00:00Z,BKN vs. SAS,95,-5,1610612759,SAS,San Antonio Spurs,SAS @ BKN,100,5,Regular Season
22017,1610612741,CHI,Chicago Bulls,0021700657,2018-01-17T00:00:00Z,CHI vs. GSW,112,-7,1610612744,GSW,Golden State Warriors,GSW @ CHI,119,7,Regular Season
22017,1610612761,TOR,Toronto Raptors,0021700656,2018-01-17T00:00:00Z,TOR vs. DET,96,5,1610612765,DET,Detroit Pistons,DET @ TOR,91,-5,Regular Season
22017,1610612758,SAC,Sacramento Kings,0021700661,2018-01-17T00:00:00Z,SAC vs. UTA,105,-15,1610612762,UTA,Utah Jazz,UTA @ SAC,120,15,Regular Season
22017,1610612766,CHA,Charlotte Hornets,0021700653,2018-01-17T00:00:00Z,CHA vs. WAS,133,24,1610612764,WAS,Washington Wizards,WAS @ CHA,109,-24,Regular Season
22017,1610612737,ATL,Atlanta Hawks,0021700654,2018-01-17T00:00:00Z,ATL vs. NOP,94,1,1610612740,NOP,New Orleans Pelicans,NOP @ ATL,93,-1,Regular Season
22017,1610612760,OKC,Oklahoma City Thunder,0021700660,2018-01-17T00:00:00Z,OKC vs. LAL,114,24,1610612747,LAL,Los Angeles Lakers,LAL @ OKC,90,-24,Regular Season
22017,1610612749,MIL,Milwaukee Bucks,0021700659,2018-01-17T00:00:00Z,MIL vs. MIA,101,-5,1610612748,MIA,Miami Heat,MIA @ MIL,106,5,Regular Season
22017,1610612757,POR,Portland Trail Blazers,0021700666,2018-01-18T00:00:00Z,POR vs. IND,100,14,1610612754,IND,Indiana Pacers,IND @ POR,86,-14,Regular Season
22017,1610612739,CLE,Cleveland Cavaliers,0021700664,2018-01-18T00:00:00Z,CLE vs. ORL,104,1,1610612753,ORL,Orlando Magic,ORL @ CLE,103,-1,Regular Season
22017,1610612738,BOS,Boston Celtics,0021700663,2018-01-18T00:00:00Z,BOS vs. PHI,80,-9,1610612755,PHI,Philadelphia 76ers,PHI @ BOS,89,9,Regular Season
22017,1610612745,HOU,Houston Rockets,0021700665,2018-01-18T00:00:00Z,HOU vs. MIN,116,18,1610612750,MIN,Minnesota Timberwolves,MIN @ HOU,98,-18,Regular Season
22017,1610612751,BKN,Brooklyn Nets,0021700668,2018-01-19T00:00:00Z,BKN vs. MIA,101,6,1610612748,MIA,Miami Heat,MIA @ BKN,95,-6,Regular Season
22017,1610612763,MEM,Memphis Grizzlies,0021700670,2018-01-19T00:00:00Z,MEM vs. SAC,106,18,1610612758,SAC,Sacramento Kings,SAC @ MEM,88,-18,Regular Season
22017,1610612765,DET,Detroit Pistons,0021700669,2018-01-19T00:00:00Z,DET vs. WAS,112,-10,1610612764,WAS,Washington Wizards,WAS @ DET,122,10,Regular Season
22017,1610612762,UTA,Utah Jazz,0021700672,2018-01-19T00:00:00Z,UTA vs. NYK,115,-2,1610612752,NYK,New York Knicks,NYK @ UTA,117,2,Regular Season
22017,1610612743,DEN,Denver Nuggets,0021700671,2018-01-19T00:00:00Z,DEN vs. PHX,100,-8,1610612756,PHX,Phoenix Suns,PHX @ DEN,108,8,Regular Season
22017,1610612747,LAL,Los Angeles Lakers,0021700673,2018-01-19T00:00:00Z,LAL vs. IND,99,13,1610612754,IND,Indiana Pacers,IND @ LAL,86,-13,Regular Season
22017,1610612761,TOR,Toronto Raptors,0021700667,2018-01-19T00:00:00Z,TOR vs. SAS,86,3,1610612759,SAS,San Antonio Spurs,SAS @ TOR,83,-3,Regular Season
22017,1610612755,PHI,Philadelphia 76ers,0021700678,2018-01-20T00:00:00Z,PHI vs. MIL,116,22,1610612749,MIL,Milwaukee Bucks,MIL @ PHI,94,-22,Regular Season
22017,1610612740,NOP,New Orleans Pelicans,0021700677,2018-01-20T00:00:00Z,NOP vs. MEM,111,7,1610612763,MEM,Memphis Grizzlies,MEM @ NOP,104,-7,Regular Season
22017,1610612739,CLE,Cleveland Cavaliers,0021700674,2018-01-20T00:00:00Z,CLE vs. OKC,124,-24,1610612760,OKC,Oklahoma City Thunder,OKC @ CLE,148,24,Regular Season
22017,1610612750,MIN,Minnesota Timberwolves,0021700680,2018-01-20T00:00:00Z,MIN vs. TOR,115,6,1610612761,TOR,Toronto Raptors,TOR @ MIN,109,-6,Regular Season
22017,1610612766,CHA,Charlotte Hornets,0021700676,2018-01-20T00:00:00Z,CHA vs. MIA,105,-1,1610612748,MIA,Miami Heat,MIA @ CHA,106,1,Regular Season
22017,1610612745,HOU,Houston Rockets,0021700679,2018-01-20T00:00:00Z,HOU vs. GSW,116,8,1610612744,GSW,Golden State Warriors,GSW @ HOU,108,-8,Regular Season
22017,1610612757,POR,Portland Trail Blazers,0021700682,2018-01-20T00:00:00Z,POR vs. DAL,117,9,1610612742,DAL,Dallas Mavericks,DAL @ POR,108,-9,Regular Season
22017,1610612737,ATL,Atlanta Hawks,0021700675,2018-01-20T00:00:00Z,ATL vs. CHI,97,-16,1610612741,CHI,Chicago Bulls,CHI @ ATL,113,16,Regular Season
22017,1610612762,UTA,Utah Jazz,0021700681,2018-01-20T00:00:00Z,UTA vs. LAC,125,12,1610612746,LAC,LA Clippers,LAC @ UTA,113,-12,Regular Season
22017,1610612747,LAL,Los Angeles Lakers,0021700684,2018-01-21T00:00:00Z,LAL vs. NYK,127,20,1610612752,NYK,New York Knicks,NYK @ LAL,107,-20,Regular Season
22017,1610612765,DET,Detroit Pistons,0021700685,2018-01-21T00:00:00Z,DET vs. BKN,100,-1,1610612751,BKN,Brooklyn Nets,BKN @ DET,101,1,Regular Season
22017,1610612759,SAS,San Antonio Spurs,0021700686,2018-01-21T00:00:00Z,SAS vs. IND,86,-8,1610612754,IND,Indiana Pacers,IND @ SAS,94,8,Regular Season
22017,1610612738,BOS,Boston Celtics,0021700683,2018-01-21T00:00:00Z,BOS vs. ORL,95,-8,1610612753,ORL,Orlando Magic,ORL @ BOS,103,8,Regular Season
22017,1610612740,NOP,New Orleans Pelicans,0021700692,2018-01-22T00:00:00Z,NOP vs. CHI,132,4,1610612741,CHI,Chicago Bulls,CHI @ NOP,128,-4,Regular Season
22017,1610612749,MIL,Milwaukee Bucks,0021700691,2018-01-22T00:00:00Z,MIL vs. PHX,109,4,1610612756,PHX,Phoenix Suns,PHX @ MIL,105,-4,Regular Season
22017,1610612742,DAL,Dallas Mavericks,0021700693,2018-01-22T00:00:00Z,DAL vs. WAS,98,23,1610612764,WAS,Washington Wizards,WAS @ DAL,75,-23,Regular Season
22017,1610612743,DEN,Denver Nuggets,0021700694,2018-01-22T00:00:00Z,DEN vs. POR,104,3,1610612757,POR,Portland Trail Blazers,POR @ DEN,101,-3,Regular Season
22017,1610612763,MEM,Memphis Grizzlies,0021700690,2018-01-22T00:00:00Z,MEM vs. PHI,105,4,1610612755,PHI,Philadelphia 76ers,PHI @ MEM,101,-4,Regular Season
22017,1610612745,HOU,Houston Rockets,0021700689,2018-01-22T00:00:00Z,HOU vs. MIA,99,9,1610612748,MIA,Miami Heat,MIA @ HOU,90,-9,Regular Season
